RUN_ID;PATH;ITERATION_1;CONFIG_ID_1;SOLUTION_1;QUALITY_1;CONFIG_COUNT_1;ELITE_COUNT_1;REGULAR_COUNT_1;START_COUNT_1;STANDARD_COUNT_1;END_COUNT_1;ELITE_START_COUNT_1;ELITE_STANDARD_COUNT_1;ELITE_END_COUNT_1;REGULAR_START_COUNT_1;REGULAR_STANDARD_COUNT_1;REGULAR_END_COUNT_1;ITERATION_2;CONFIG_ID_2;SOLUTION_2;QUALITY_2;CONFIG_COUNT_2;ELITE_COUNT_2;REGULAR_COUNT_2;START_COUNT_2;STANDARD_COUNT_2;END_COUNT_2;ELITE_START_COUNT_2;ELITE_STANDARD_COUNT_2;ELITE_END_COUNT_2;REGULAR_START_COUNT_2;REGULAR_STANDARD_COUNT_2;REGULAR_END_COUNT_2
1;TRUE;1;27;15250XX1005015025;0.45704338;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;2;51;15231XXXX00020000;0.86320668;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;1;17;05250XX0222522525;0.40684243;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;2;52;00250XX1005015050;0.52932205;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;1;23;17742XXXX02520050;0.49702467;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;2;53;17700XXXX05007575;0.58259126;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;1;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;2;54;12712XXXX15020025;0.88351886;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;1;31;12742XXXX10017550;0.50690536;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;2;55;00242XXXX05017550;0.60926809;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;1;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;2;56;00252XX0217502525;0.49633503;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;1;17;05250XX0222522525;0.40684243;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;2;57;00252XX0220020050;0.51043121;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;1;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;2;58;02720XXXX15010025;0.58291469;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;1;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;2;59;02710XXXX22507525;0.57494422;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;2;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;3;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0
1;TRUE;2;27;15250XX1005015025;0.45704338;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;3;27;15250XX1005015025;0.45704338;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0
1;TRUE;2;27;15250XX1005015025;0.45704338;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;3;50;07750XX1017517500;0.48560381;1;1;0;0;1;0;0;3;0;0;0;0
1;TRUE;2;17;05250XX0222522525;0.40684243;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;3;17;05250XX0222522525;0.40684243;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0
1;TRUE;2;23;17742XXXX02520050;0.49702467;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;3;23;17742XXXX02520050;0.49702467;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0
1;TRUE;2;50;07750XX1017517500;0.48560381;1;1;0;0;1;0;0;3;0;0;0;0;3;60;02750XX1022520025;0.43511536;1;1;0;0;1;0;0;3;0;0;0;0
1;TRUE;2;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;3;61;02722XXXX15015000;0.75729932;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;2;23;17742XXXX02520050;0.49702467;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;3;62;17742XXXX02522525;0.54207139;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;2;27;15250XX1005015025;0.45704338;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;3;63;15251XX0205017500;0.93350855;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;2;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;3;64;02712XXXX15017500;0.58732574;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;2;27;15250XX1005015025;0.45704338;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;3;65;10200XXXX05010050;0.60357075;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;2;50;07750XX1017517500;0.48560381;1;1;0;0;1;0;0;3;0;0;0;0;3;66;07740XXXX12517525;0.44840645;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;2;23;17742XXXX02520050;0.49702467;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;3;67;12722XXXX00022525;0.76365239;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;2;27;15250XX1005015025;0.45704338;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;3;68;12722XXXX12512500;0.9423008;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;2;27;15250XX1005015025;0.45704338;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;3;69;17740XXXX02505000;0.7564745;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;2;23;17742XXXX02520050;0.49702467;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;3;70;17721XXXX05017525;0.88141898;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;2;50;07750XX1017517500;0.48560381;1;1;0;0;1;0;0;3;0;0;0;0;3;71;02750XX0215007500;0.78761263;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;2;27;15250XX1005015025;0.45704338;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;3;72;10252XX0207515000;0.83581406;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;2;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;3;73;02701XXXX17512550;0.47200197;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;2;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;3;74;0276104XX20010050;0.97895487;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;2;23;17742XXXX02520050;0.49702467;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;3;75;10242XXXX00022550;0.42548802;1;1;0;0;1;0;0;3;0;0;0;0
1;TRUE;2;50;07750XX1017517500;0.48560381;1;1;0;0;1;0;0;3;0;0;0;0;3;76;12752XX1017517500;0.7123146;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;2;50;07750XX1017517500;0.48560381;1;1;0;0;1;0;0;3;0;0;0;0;3;77;10210XXXX15017550;0.41682513;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;2;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;3;78;00252XX0217515050;0.62022887;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;2;27;15250XX1005015025;0.45704338;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;3;79;12720XXXX02520050;0.63546198;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;2;50;07750XX1017517500;0.48560381;1;1;0;0;1;0;0;3;0;0;0;0;3;80;07750XX1022522500;0.63899289;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;2;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;3;81;00252XX0205017550;0.44636778;1;1;0;0;1;0;0;3;0;0;0;0
1;TRUE;2;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;3;82;07731XXXX12512525;0.71776139;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;2;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;3;83;00211XXXX15015000;0.41786318;1;1;0;0;1;0;0;3;0;0;0;0
1;TRUE;2;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;3;84;07701XXXX10007500;0.92859597;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;2;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;3;85;10241XXXX15010025;0.60987765;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;2;17;05250XX0222522525;0.40684243;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;3;86;05251XX0217522500;0.63257326;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;3;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;4;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0
1;TRUE;3;50;07750XX1017517500;0.48560381;1;1;0;0;1;0;0;3;0;0;0;0;4;60;02750XX1022520025;0.43511536;1;1;0;0;1;0;0;3;0;0;0;0
1;TRUE;3;23;17742XXXX02520050;0.49702467;1;1;0;0.5;0.5;0;1.5;1.5;0;0;0;0;4;75;10242XXXX00022550;0.42548802;1;1;0;0;1;0;0;3;0;0;0;0
1;TRUE;3;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;4;81;00252XX0205017550;0.44636778;1;1;0;0;1;0;0;3;0;0;0;0
1;TRUE;3;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;4;83;00211XXXX15015000;0.41786318;1;1;0;0;1;0;0;3;0;0;0;0
1;TRUE;3;60;02750XX1022520025;0.43511536;1;1;0;0;1;0;0;3;0;0;0;0;4;87;02750XX0220022500;0.4906201;1;0;1;0;0.5;0.5;0;0;0;0;1.5;1.5
1;TRUE;3;75;10242XXXX00022550;0.42548802;1;1;0;0;1;0;0;3;0;0;0;0;4;88;12741XXXX00017550;0.67435719;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;3;81;00252XX0205017550;0.44636778;1;1;0;0;1;0;0;3;0;0;0;0;4;89;02750XX0210015075;0.51397278;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;3;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;4;90;00251XX0215012525;0.41334564;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;3;60;02750XX1022520025;0.43511536;1;1;0;0;1;0;0;3;0;0;0;0;4;91;05250XX1022517525;0.46713932;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;3;60;02750XX1022520025;0.43511536;1;1;0;0;1;0;0;3;0;0;0;0;4;92;00240XXXX20015025;0.3971304;1;1;0;0;0.5;0.5;0;1.5;1.5;0;0;0
1;TRUE;3;75;10242XXXX00022550;0.42548802;1;1;0;0;1;0;0;3;0;0;0;0;4;93;07740XXXX07520075;0.45564618;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;3;60;02750XX1022520025;0.43511536;1;1;0;0;1;0;0;3;0;0;0;0;4;94;05250XX0220017525;0.41219348;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;3;75;10242XXXX00022550;0.42548802;1;1;0;0;1;0;0;3;0;0;0;0;4;95;10242XXXX05015050;0.56845504;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;3;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;4;96;00251XX0220015025;0.42837504;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;3;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;4;97;00251XX0217510025;0.47240794;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;3;60;02750XX1022520025;0.43511536;1;1;0;0;1;0;0;3;0;0;0;0;4;98;00250XX1017515025;0.53036566;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;3;60;02750XX1022520025;0.43511536;1;1;0;0;1;0;0;3;0;0;0;0;4;99;02751XX1020017500;0.48538384;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;3;75;10242XXXX00022550;0.42548802;1;1;0;0;1;0;0;3;0;0;0;0;4;100;12740XXXX00020050;0.39836585;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;3;60;02750XX1022520025;0.43511536;1;1;0;0;1;0;0;3;0;0;0;0;4;101;00250XX0222517500;0.40710348;1;1;0;0;0.5;0.5;0;1.5;1.5;0;0;0
1;TRUE;3;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;4;102;00251XX0212505025;0.52748631;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;3;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;4;103;05251XX0217512525;0.57406774;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;3;60;02750XX1022520025;0.43511536;1;1;0;0;1;0;0;3;0;0;0;0;4;104;00230XXXX17515000;0.7547698;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;3;21;02751XX0220012525;0.34250033;1;1;0;0.333333333333333;0.333333333333333;0.333333333333333;1;1;1;0;0;0;4;105;02751XX0217512550;0.54582449;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;3;75;10242XXXX00022550;0.42548802;1;1;0;0;1;0;0;3;0;0;0;0;4;106;12742XXXX02520050;0.45158668;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;3;75;10242XXXX00022550;0.42548802;1;1;0;0;1;0;0;3;0;0;0;0;4;107;07742XXXX05020050;0.43371086;1;0;1;0;1;0;0;0;0;0;3;0
1;TRUE;3;60;02750XX1022520025;0.43511536;1;1;0;0;1;0;0;3;0;0;0;0;4;108;02710XXXX17522500;0.35887462;1;1;0;0;0.5;0.5;0;1.5;1.5;0;0;0
