network_name;problem_type;number_of_runs;best_known_solution;configurations;regular_configurations;elite_configurations;start_configurations;standard_configurations;end_configurations;regular_start_configurations;regular_standard_configurations;regular_end_configurations;elite_start_configurations;elite_standard_configurations;elite_end_configurations;max_configurations;min_configurations;max_regular_configurations;min_regular_configurations;max_elite_configurations;min_elite_configurations;max_start_configurations;min_start_configurations;max_standard_configurations;min_standard_configurations;max_end_configurations;min_end_configurations;max_regular_start_configurations;min_regular_start_configurations;max_regular_standard_configurations;min_regular_standard_configurations;max_regular_end_configurations;min_regular_end_configurations;max_elite_start_configurations;min_elite_start_configurations;max_elite_standard_configurations;min_elite_standard_configurations;max_elite_end_configurations;min_elite_end_configurations;regular_configurations_rate;elite_configurations_rate;start_configurations_rate;standard_configurations_rate;end_configurations_rate;regular_start_configurations_rate;regular_standard_configurations_rate;regular_end_configurations_rate;elite_start_configurations_rate;elite_standard_configurations_rate;elite_end_configurations_rate
BH-90-L4;min;20;0.15535714;514;0;514;79;455;159;0;0;0;79;455;159;5;1;0;0;5;1;1;0;5;0;4;0;0;0;0;0;0;0;1;0;5;0;4;0;0;1;0.153696498054475;0.885214007782101;0.309338521400778;0;0;0;0.153696498054475;0.885214007782101;0.309338521400778
BH-90-L5;min;20;0.15535714;514;0;514;79;455;159;0;0;0;79;455;159;4;1;0;0;4;1;1;0;4;0;4;0;0;0;0;0;0;0;1;0;4;0;4;0;0;1;0.153696498054475;0.885214007782101;0.309338521400778;0;0;0;0.153696498054475;0.885214007782101;0.309338521400778
BL-L0;min;20;0.12875;449;0;449;82;436;113;0;0;0;82;436;113;1;1;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0.182628062360802;0.971046770601336;0.251670378619154;0;0;0;0.182628062360802;0.971046770601336;0.251670378619154
BL-L1;min;20;0.12875;449;0;449;82;436;113;0;0;0;82;436;113;1;1;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0.182628062360802;0.971046770601336;0.251670378619154;0;0;0;0.182628062360802;0.971046770601336;0.251670378619154
BL-L2;min;20;0.12875;449;0;449;82;436;113;0;0;0;82;436;113;1;1;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0.182628062360802;0.971046770601336;0.251670378619154;0;0;0;0.182628062360802;0.971046770601336;0.251670378619154
BL-L3;min;20;0.12875;449;0;449;82;436;113;0;0;0;82;436;113;3;1;0;0;3;1;1;0;2;0;3;0;0;0;0;0;0;0;1;0;2;0;3;0;0;1;0.182628062360802;0.971046770601336;0.251670378619154;0;0;0;0.182628062360802;0.971046770601336;0.251670378619154
BL-L4;min;20;0.12875;449;0;449;82;436;113;0;0;0;82;436;113;3;1;0;0;3;1;1;0;3;0;2;0;0;0;0;0;0;0;1;0;3;0;2;0;0;1;0.182628062360802;0.971046770601336;0.251670378619154;0;0;0;0.182628062360802;0.971046770601336;0.251670378619154
BL-L5;min;20;0.12875;449;0;449;82;436;113;0;0;0;82;436;113;3;1;0;0;3;1;1;0;3;0;2;0;0;0;0;0;0;0;1;0;3;0;2;0;0;1;0.182628062360802;0.971046770601336;0.251670378619154;0;0;0;0.182628062360802;0.971046770601336;0.251670378619154
BL-45-L0;min;20;0.12727273;489;0;489;68;431;156;0;0;0;68;431;156;1;1;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0.139059304703476;0.881390593047035;0.319018404907975;0;0;0;0.139059304703476;0.881390593047035;0.319018404907975
BL-45-L1;min;20;0.12727273;489;0;489;68;431;156;0;0;0;68;431;156;1;1;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0.139059304703476;0.881390593047035;0.319018404907975;0;0;0;0.139059304703476;0.881390593047035;0.319018404907975
BL-45-L2;min;20;0.12727273;489;0;489;68;431;156;0;0;0;68;431;156;1;1;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0.139059304703476;0.881390593047035;0.319018404907975;0;0;0;0.139059304703476;0.881390593047035;0.319018404907975
BL-45-L3;min;20;0.12727273;489;0;489;68;431;156;0;0;0;68;431;156;2;1;0;0;2;1;1;0;2;0;2;0;0;0;0;0;0;0;1;0;2;0;2;0;0;1;0.139059304703476;0.881390593047035;0.319018404907975;0;0;0;0.139059304703476;0.881390593047035;0.319018404907975
BL-45-L4;min;20;0.12727273;489;0;489;68;431;156;0;0;0;68;431;156;3;1;0;0;3;1;1;0;3;0;3;0;0;0;0;0;0;0;1;0;3;0;3;0;0;1;0.139059304703476;0.881390593047035;0.319018404907975;0;0;0;0.139059304703476;0.881390593047035;0.319018404907975
BL-45-L5;min;20;0.12727273;489;0;489;68;431;156;0;0;0;68;431;156;5;1;0;0;5;1;2;0;4;0;3;0;0;0;0;0;0;0;2;0;4;0;3;0;0;1;0.139059304703476;0.881390593047035;0.319018404907975;0;0;0;0.139059304703476;0.881390593047035;0.319018404907975
