CONFIG_ID;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;MNRG
1360;acs;3;2.89;5.07;0.37;22;0.51;NA;NA;33;0;0.714549444119368
1361;acs;3;3.04;5.27;0.08;16;0.35;NA;NA;10;1;0.51543775599766
1362;acs;3;2.45;5.66;0.68;60;0.49;NA;NA;26;0;0.631913399648917
1363;acs;3;1.95;2.84;0.43;48;0.84;NA;NA;22;1;0.456915959625512
1364;acs;3;1.51;2.73;0.51;22;0.81;NA;NA;20;1;0.500918300175541
1365;acs;3;2.63;8.8;0.16;16;0.7;NA;NA;17;1;0.459877486834406
1366;acs;3;2.36;1.36;0.79;33;0.31;NA;NA;25;1;0.630048273844353
1367;acs;3;2.58;6.34;0.48;53;0.84;NA;NA;27;0;0.587832796957285
1368;acs;3;2.51;4.81;0.31;54;0.64;NA;NA;22;1;0.469305514921006
1369;acs;3;1.8;5.26;0.38;29;0.31;NA;NA;22;1;0.523603715623171
137;acs;3;2.67;0.94;0.71;59;0.12;NA;NA;10;1;0.491369221767115
1370;acs;3;1.78;3.58;0.36;32;0.56;NA;NA;24;1;0.562277647747221
1371;acs;3;2.91;2.16;0.21;53;0.74;NA;NA;20;1;0.417830602691633
1372;acs;3;2.51;1.14;0.15;39;0.6;NA;NA;16;1;0.33762361029842
1373;acs;3;3.13;2.18;0.19;44;0.7;NA;NA;10;1;0.451585356933879
1374;acs;3;2.32;3.89;0.3;28;0.78;NA;NA;26;1;0.648373683440609
1375;acs;3;2.93;4.45;0.35;50;0.48;NA;NA;20;1;0.431328627852545
1376;acs;3;1.91;3.62;0.14;42;0.7;NA;NA;9;1;0.351439072557051
1377;acs;3;2.53;1.79;0.22;46;0.81;NA;NA;14;1;0.334506655939146
1378;acs;3;1.99;2.73;0.17;32;0.54;NA;NA;16;1;0.356165155061439
1379;acs;3;2.55;6.08;0.34;46;0.75;NA;NA;18;1;0.383563853130486
138;acs;3;1.91;9.78;0.79;35;0.38;NA;NA;13;1;0.384783499122294
1380;ras;2;2.18;3.69;0.6;60;NA;9;NA;42;1;0.956101887068461
1381;mmas;3;2.1;8.85;0.89;92;NA;NA;NA;19;1;0.954514335868929
1382;acs;1;2.9;5.61;0.88;55;0.64;NA;NA;20;0;0.978535693387946
1383;as;3;4.3;6.74;0.84;59;NA;NA;NA;12;1;0.977429052077238
1384;acs;3;2.44;5.7;0.33;17;0.87;NA;NA;22;1;0.549407182562902
1385;acs;2;2.03;4.11;0.78;51;0.78;NA;NA;20;0;0.87786022527794
1386;acs;3;2.19;7.08;0.24;8;0;NA;NA;14;1;0.482792568753657
1387;acs;3;3.4;6.84;0.49;13;0.54;NA;NA;16;1;0.517983104154476
1388;acs;3;2.52;6.6;0.13;37;0.01;NA;NA;24;1;0.616506729081334
1389;acs;3;1.64;8.25;0.11;9;0.81;NA;NA;21;1;0.612986029842013
139;acs;3;2.22;8.59;0.6;44;0.49;NA;NA;16;1;0.359105836746635
1390;acs;3;3.4;7.64;0.22;43;0.3;NA;NA;21;1;0.401831846108836
1391;acs;3;2.45;6.09;0.17;26;0.42;NA;NA;15;1;0.397411863662961
1392;acs;3;2.34;7.84;0.09;9;0.11;NA;NA;18;1;0.528075263311878
1393;acs;3;2.33;5.94;0.31;20;0.3;NA;NA;17;1;0.457094060854301
1394;acs;3;3.33;7.9;0.19;42;0.03;NA;NA;23;1;0.429766676418958
1395;acs;3;2.39;6.3;0.17;27;0.09;NA;NA;13;1;0.349451067875951
1396;acs;3;3.01;7.26;0.19;43;0.41;NA;NA;21;1;0.373220084844939
1397;acs;3;2.05;5.72;0.18;36;0.16;NA;NA;13;1;0.359282109420714
1398;acs;3;2.35;5.92;0.12;34;0.26;NA;NA;19;1;0.407253145114102
1399;acs;3;2.36;7.87;0.1;19;0.27;NA;NA;15;1;0.3759109859567
14;acs;3;4.45;3.92;0.2;58;0.08;NA;NA;14;1;0.302472937390287
140;acs;3;1.96;8.28;0.48;45;0.37;NA;NA;13;1;0.480524795201872
1400;acs;3;2.96;7.39;0.15;44;0.34;NA;NA;16;1;0.339621489174956
1401;ras;3;4.9;6.39;0.25;18;NA;19;NA;6;0;0.964976228788765
1402;acs;3;3.68;4.05;0.42;28;0.61;NA;NA;39;0;0.793199605032183
1403;ras;3;3.59;4.16;0.83;49;NA;22;NA;48;0;0.650537960795787
1404;acs;3;3.7;2.77;0.68;43;0.84;NA;NA;37;1;0.91067437097718
1405;acs;2;4.33;1.62;0.33;60;0.34;NA;NA;47;0;0.902241808074898
1406;acs;3;1.83;5.21;0.51;33;0.65;NA;NA;37;0;0.651167349327092
1407;acs;3;2.22;8.37;0.58;41;0.34;NA;NA;46;0;0.66359640140433
1408;acs;3;2.94;3.02;0.43;34;0.67;NA;NA;35;1;0.753132679929783
1409;acs;3;4.67;4.55;0.79;77;0.68;NA;NA;48;1;0.737397235225278
141;acs;3;2.21;8.75;0.55;49;0.52;NA;NA;15;1;0.431520991808075
1410;acs;3;2.15;9.28;0.88;43;0.7;NA;NA;30;0;0.623182782328847
1411;acs;3;2.28;2.23;0.74;31;0.81;NA;NA;31;1;0.751907548273844
1412;acs;3;2.57;3.71;0.53;21;0.65;NA;NA;34;1;0.706525746050322
1413;acs;3;2.88;2.34;0.49;61;0.42;NA;NA;29;1;0.776721035693388
1414;acs;3;2.77;7.15;0.73;57;0.65;NA;NA;25;0;0.575660473961381
1415;acs;3;3.06;4.03;0.4;33;0.36;NA;NA;30;1;0.719928320655354
1416;acs;3;2.33;9.2;0.86;51;0.73;NA;NA;35;1;0.696123829724985
1417;acs;3;2.88;2.07;0.62;58;0.51;NA;NA;31;1;0.679494953188999
1418;acs;3;3.22;1.9;0.52;56;0.57;NA;NA;29;1;0.698288107080164
1419;acs;3;3.5;2.15;0.57;62;0.63;NA;NA;23;1;0.5299400234055
142;acs;3;2.29;9.44;0.57;44;0.56;NA;NA;17;1;0.408293227033353
1420;acs;3;3.73;1.93;0.56;64;0.62;NA;NA;22;1;0.501004242246928
1421;acs;3;3.46;2.1;0.52;62;0.63;NA;NA;18;1;0.399573946752487
1422;acs;3;3.59;3.97;0.64;66;0.63;NA;NA;18;1;0.36620757753072
1423;acs;3;3.16;1.95;0.53;66;0.77;NA;NA;21;1;0.471971547688707
1424;acs;1;4.94;6.44;0.33;66;0.03;NA;NA;50;1;0.991330456407256
1425;mmas;2;2.75;3.31;0.27;48;NA;NA;NA;13;1;0.98377998829725
1426;acs;2;2.13;9.56;0.89;60;0.84;NA;NA;19;1;0.972343110005851
1427;mmas;2;1.66;1.12;0.42;69;NA;NA;NA;34;0;0.982687244002341
1428;acs;3;4.96;7.68;0.65;71;0.72;NA;NA;48;0;0.626523917495611
1429;mmas;2;2.02;5;0.31;66;NA;NA;NA;22;0;0.974140944997074
143;acs;3;1.84;1.67;0.55;42;0.65;NA;NA;42;1;0.714227252779403
1430;acs;3;4.93;5.28;0.63;63;0.57;NA;NA;44;0;0.789677077238151
1431;acs;3;4.96;9.68;0.34;53;0.39;NA;NA;17;0;0.581779549444119
1432;acs;3;2.43;3.8;0.51;38;0.54;NA;NA;47;0;0.706541837331773
1433;acs;3;4.05;7.16;0.96;77;0.89;NA;NA;44;0;0.731194411936805
1434;acs;3;4.71;8;0.28;65;0.52;NA;NA;25;1;0.718929564072557
1435;ras;3;4.35;7.63;0.97;66;NA;14;NA;43;0;0.626598156816852
1436;acs;3;4.85;9.76;0.33;60;0.6;NA;NA;27;1;0.583146576945582
1437;acs;3;4.22;6.93;0.34;59;0.42;NA;NA;27;1;0.560975351082504
1438;acs;3;4.65;9.73;0.52;60;0.65;NA;NA;21;1;0.441828920421299
1439;acs;3;4.73;8.25;0.33;58;0.79;NA;NA;31;1;0.645942071386776
144;acs;3;2.42;5.49;0.74;31;0.49;NA;NA;28;1;0.651417861322411
1440;acs;3;3.92;9.13;0.39;47;0.58;NA;NA;13;1;0.471470523698069
1441;acs;3;4.64;6.52;0.36;56;0.36;NA;NA;21;1;0.510228203627853
1442;acs;3;3.66;9.07;0.36;57;0.57;NA;NA;15;1;0.341559391456992
1443;acs;3;4.77;9.31;0.6;62;0.77;NA;NA;22;1;0.486981421884143
1444;acs;3;3.63;7.89;0.6;66;0.85;NA;NA;20;1;0.439551272674078
1445;acs;3;3.78;5.49;0.38;58;0.37;NA;NA;22;1;0.425163838502048
1446;acs;3;3.86;5.49;0.39;60;0.47;NA;NA;20;1;0.388693680514921
1447;acs;3;3.65;9.51;0.35;53;0.61;NA;NA;19;1;0.398588355763604
1448;acs;3;3.63;8.99;0.34;56;0.48;NA;NA;16;1;0.360774210064365
1449;acs;3;4.86;9.21;0.6;65;0.72;NA;NA;20;1;0.413416471620831
145;acs;3;2.39;6.34;0.54;34;0.32;NA;NA;15;1;0.410594645991808
1450;mmas;3;2.65;8.82;0.5;97;NA;NA;NA;25;0;0.885848083674664
1451;as;3;4.22;4.45;0.56;55;NA;NA;NA;28;0;0.975282328847279
1452;ras;3;2.26;1.79;0.61;87;NA;46;NA;39;1;0.94046262434172
1453;mmas;3;2.8;5.71;0.52;92;NA;NA;NA;20;0;0.827882167934465
1454;as;3;3.28;2.98;0.3;14;NA;NA;NA;26;1;0.931323873610298
1455;acs;3;1.89;6.23;0.72;63;0.92;NA;NA;12;0;0.669836527208894
1456;mmas;3;3.45;7.28;0.35;90;NA;NA;NA;14;0;0.774753145114102
1457;acs;3;2.55;5.06;0.74;30;0.76;NA;NA;33;1;0.745720450555881
1458;acs;3;2.87;3.48;0.47;70;0.96;NA;NA;25;0;0.598271284376829
1459;acs;3;2.31;3.58;0.75;52;0.88;NA;NA;6;0;0.706394090111176
146;acs;3;2.38;8.51;0.28;5;0.51;NA;NA;33;1;0.734754242246928
1460;acs;3;2.3;4.25;0.67;21;0.88;NA;NA;12;0;0.696692875950849
1461;acs;3;2.26;3.36;0.87;61;0.76;NA;NA;10;0;0.552506582796957
1462;acs;3;2.29;2.58;0.57;35;0.73;NA;NA;8;0;0.610077896430661
1463;acs;3;3.72;4.42;0.63;72;0.83;NA;NA;10;0;0.528868490345231
1464;acs;3;2.63;5.38;0.91;53;0.79;NA;NA;31;1;0.71987821825629
1465;acs;3;2.16;3.22;0.83;61;0.85;NA;NA;13;0;0.563568241661791
1466;acs;3;2.39;2.02;0.51;40;0.61;NA;NA;12;0;0.650694119368052
1467;acs;3;2.21;3.09;0.83;63;0.88;NA;NA;8;0;0.527269236395553
1468;acs;3;2.08;3.93;0.83;58;0.66;NA;NA;9;0;0.509302954944412
1469;acs;3;2.38;3.03;0.81;63;0.76;NA;NA;9;0;0.546934610883558
147;acs;3;4.1;0.69;0.53;22;0.85;NA;NA;22;1;0.670177735517847
1470;acs;3;2.32;5.13;0.93;59;0.65;NA;NA;9;0;0.537359932709187
1471;acs;3;2.97;2.7;0.9;65;0.78;NA;NA;12;0;0.656910108250439
1472;acs;2;3.54;6.82;0.24;18;0.27;NA;NA;35;0;0.954180076067876
1473;acs;2;2.37;5.42;0.35;23;0;NA;NA;30;0;0.920590988882387
1474;acs;2;1.52;5.84;0.44;19;0.59;NA;NA;28;0;0.903762799882972
1475;acs;3;1.93;6.61;0.55;11;0.7;NA;NA;22;0;0.70114760093622
1476;acs;2;2.31;5.02;0.34;6;0.13;NA;NA;21;0;0.940999122293739
1477;ras;3;3.68;4.71;0.55;56;NA;20;NA;31;1;0.733360883557636
1478;acs;3;2.71;4.05;0.66;40;0.74;NA;NA;19;0;0.789972205968403
1479;acs;3;2.38;1.68;0.34;29;0.36;NA;NA;21;0;0.656307050906963
148;acs;3;2.2;6.75;0.53;7;0.45;NA;NA;18;1;0.553408791691047
1480;ras;3;3.73;5.36;0.8;56;NA;28;NA;26;0;0.731042276184903
1481;acs;3;1.68;7.24;0.79;17;0.94;NA;NA;18;0;0.652271064950263
1482;acs;3;2.4;0.65;0.46;29;0.35;NA;NA;7;0;0.655811878291398
1483;acs;3;3.65;6.95;0.78;23;0.6;NA;NA;14;0;0.743136702750146
1484;acs;3;2.83;0.27;0.55;20;0.63;NA;NA;7;0;0.638489248098303
1485;acs;3;3.21;0.97;0.35;10;0.44;NA;NA;8;0;0.660310854300761
1486;acs;3;3.22;4.51;0.58;38;0.43;NA;NA;11;0;0.683263604447045
1487;acs;3;2.45;0.63;0.54;38;0.29;NA;NA;11;0;0.592514628437683
1488;acs;3;3.07;3.31;0.46;48;0.4;NA;NA;13;0;0.678593110005851
1489;acs;3;4.09;1.56;0.35;12;0.36;NA;NA;9;0;0.649113516676419
149;acs;3;2.95;7.29;0.95;58;0.6;NA;NA;18;1;0.400890871854886
1490;acs;3;2.78;3.58;0.53;47;0.5;NA;NA;11;0;0.647338355763604
1491;acs;3;2.72;0.51;0.6;39;0.16;NA;NA;10;0;0.624266383850205
1492;as;3;3.76;5.52;0.47;27;NA;NA;NA;20;0;0.972355544177882
1493;acs;3;2.96;2.13;0.99;32;0.74;NA;NA;12;1;0.583567510239906
1494;acs;2;2.01;4.56;0.22;40;0.74;NA;NA;49;0;0.850514189584552
1495;acs;3;2.7;5.94;1;35;0.51;NA;NA;18;1;0.525182124049152
1496;acs;3;3.57;1.8;0.82;6;0.32;NA;NA;14;1;0.501719938560562
1497;acs;3;2.82;4.65;0.78;30;0.41;NA;NA;15;1;0.511121635459333
1498;acs;3;3.11;2.34;0.83;8;0.48;NA;NA;12;1;0.484174956114687
1499;acs;3;2.46;1.43;0.77;11;0.13;NA;NA;13;1;0.487946167349327
15;acs;3;4.35;4.36;0.07;48;0.07;NA;NA;13;1;0.353287009947338
150;acs;3;3.43;2.5;0.58;24;0.74;NA;NA;11;1;0.597807928613224
1500;acs;3;2.95;0.63;0.9;27;0.45;NA;NA;17;1;0.49612821825629
1501;acs;3;2.53;8.37;0.68;45;0.59;NA;NA;20;1;0.425389847864248
1502;acs;3;3.08;1.06;0.7;10;0.68;NA;NA;18;1;0.503578847279111
1503;acs;3;2.33;1.57;0.77;13;0.09;NA;NA;13;1;0.473976375073142
1504;acs;3;2.56;7.55;0.79;60;0.56;NA;NA;19;1;0.417879242246928
1505;acs;3;1.67;1.67;0.88;24;0.18;NA;NA;10;1;0.448354666471621
1506;acs;3;2.13;9.02;0.69;38;0.63;NA;NA;22;1;0.456899502633119
1507;acs;3;1.85;6.6;0.25;39;0.41;NA;NA;10;1;0.391551345816267
1508;mmas;3;1.88;9.42;0.76;75;NA;NA;NA;20;0;0.817192071386776
1509;acs;3;3.09;7.25;0.45;66;0.94;NA;NA;18;1;0.537822922761849
151;acs;3;2.29;7.14;0.53;37;0.32;NA;NA;31;1;0.622236688121709
1510;acs;3;3.95;7.78;0.55;71;0.5;NA;NA;8;1;0.503687097717964
1511;acs;3;1.48;3.64;0.46;34;0.51;NA;NA;15;1;0.362283864833236
1512;acs;3;2.29;8.06;0.21;36;0.83;NA;NA;10;1;0.352100643651258
1513;acs;3;4.16;6.56;0.59;71;0.53;NA;NA;10;1;0.285925614394383
1514;acs;3;4.28;8.59;0.51;61;0.46;NA;NA;14;1;0.305082650672908
1515;acs;3;1.83;7.98;0.32;30;0.84;NA;NA;19;1;0.396101155646577
1516;acs;3;2.76;8.14;0.24;45;0.88;NA;NA;14;1;0.325806026916325
1517;acs;3;1.65;4.26;0.5;35;0.4;NA;NA;8;1;0.417114174956115
1518;acs;3;4.65;5.79;0.63;76;0.57;NA;NA;10;1;0.336107372732592
1519;acs;3;3.78;6.88;0.47;68;0.66;NA;NA;10;1;0.308829724985372
152;acs;3;4.17;4.97;0.7;64;0.43;NA;NA;15;1;0.400491881217086
1520;eas;3;3.49;8.31;0.5;95;NA;NA;199;10;0;0.884610883557636
1521;acs;3;1.62;4.56;0.88;11;0.44;NA;NA;16;0;0.77745940608543
1522;acs;3;2.98;2.44;0.45;53;0.64;NA;NA;11;0;0.628785839672323
1523;acs;3;2.14;4.1;0.62;20;0.44;NA;NA;24;1;0.572529622586308
1524;acs;3;1.73;3.53;0.75;34;0.2;NA;NA;28;1;0.691697995904037
1525;acs;3;2.94;7.01;0.71;49;0.37;NA;NA;22;1;0.493433660035108
1526;acs;3;2.31;2.93;0.64;43;0.47;NA;NA;8;1;0.52111944119368
1527;acs;3;2.02;9.12;0.69;40;0.31;NA;NA;20;1;0.49893358689292
1528;acs;3;3;4.78;0.94;63;0.5;NA;NA;12;1;0.314683660035108
1529;acs;3;2.82;7.5;0.69;57;0.37;NA;NA;23;1;0.440076067875951
153;acs;3;1.94;6.26;0.8;45;0.62;NA;NA;16;1;0.336037156231714
1530;acs;3;2.99;4.04;0.38;54;0.79;NA;NA;7;0;0.54550321825629
1531;acs;3;1.97;7.52;0.66;42;0.21;NA;NA;20;1;0.435887214745465
1532;acs;3;3.53;4.27;0.93;73;0.6;NA;NA;16;1;0.318283718548859
1533;acs;3;3.21;6.31;0.9;67;0.55;NA;NA;9;1;0.281305588063195
1534;acs;3;2.54;5.07;0.78;57;0.39;NA;NA;10;1;0.294561512580456
1535;acs;3;2.21;7.69;0.97;56;0.58;NA;NA;13;1;0.309284669397308
1536;acs;3;3.02;7.13;0.9;63;0.42;NA;NA;13;1;0.271148332358104
1537;acs;3;3.22;4.5;0.96;69;0.58;NA;NA;14;1;0.266014116442364
1538;acs;3;4.19;9.76;0.11;16;0.41;NA;NA;13;1;0.548323215330603
1539;acs;3;3.65;1.09;0.62;45;0.93;NA;NA;11;1;0.863330895260386
154;acs;3;2.63;6.33;0.87;57;0.34;NA;NA;18;1;0.341814657694558
1540;ras;3;3.41;5.15;0.63;92;NA;9;NA;38;1;0.670957431246343
1541;acs;3;2.63;8.98;0.22;13;0.15;NA;NA;17;1;0.45628181685196
1542;acs;3;3.54;8.9;0.28;33;0.1;NA;NA;24;1;0.562937755997659
1543;acs;3;4.19;9.93;0.33;13;0.36;NA;NA;14;1;0.56924956114687
1544;acs;3;4.69;9.3;0.36;63;0.49;NA;NA;21;1;0.463589452896431
1545;acs;3;2.11;7.42;0.22;28;0.21;NA;NA;9;1;0.350848083674664
1546;acs;3;3.24;8.83;0.29;41;0.22;NA;NA;32;1;0.59637543885313
1547;acs;3;2.07;5.83;0.08;25;0.4;NA;NA;17;1;0.410862346401404
1548;acs;3;3.44;6.71;0.45;55;0.06;NA;NA;20;1;0.387489760093622
1549;acs;3;2.83;8.67;0.42;40;0.23;NA;NA;22;1;0.451054344645992
155;acs;3;1.98;6.09;0.56;45;0.28;NA;NA;11;1;0.289965257460503
1550;acs;3;2.33;8.69;0.58;42;0.29;NA;NA;20;1;0.397361395552955
1551;acs;3;2.69;4.49;0.07;22;0.48;NA;NA;15;1;0.415396430661205
1552;acs;3;2.88;6.29;0.03;19;0.54;NA;NA;19;1;0.376385313048566
1553;acs;3;2.91;5.24;0.05;33;0.63;NA;NA;17;1;0.296537083089526
1554;acs;3;3.22;6.4;0.1;42;0.54;NA;NA;18;1;0.317031889994149
1555;acs;3;2.91;5.35;0.03;27;0.6;NA;NA;18;1;0.327513897015799
1556;acs;3;2.34;8.11;0.44;40;0.13;NA;NA;20;1;0.406453700994734
1557;acs;3;3.21;5.58;0.06;35;0.52;NA;NA;10;1;0.277803174370977
1558;acs;3;3.23;5.02;0.08;42;0.74;NA;NA;19;1;0.313036132241077
1559;acs;3;3.24;6.87;0.1;42;0.55;NA;NA;19;1;0.33472461966062
156;acs;3;3.12;7.63;0.92;64;0.28;NA;NA;12;1;0.259680734347572
1560;acs;3;1.64;7.03;0.8;33;0.69;NA;NA;39;1;0.689268943826799
1561;acs;3;1.46;5.87;0.62;13;0.8;NA;NA;11;0;0.626431026916325
1562;eas;3;1.01;2.27;0.39;56;NA;NA;739;13;1;0.864110590988882
1563;acs;3;2.73;8.39;0.58;36;0.65;NA;NA;14;0;0.627274356348742
1564;acs;3;1.89;8.96;0.55;27;0.59;NA;NA;10;0;0.542543153891164
1565;acs;3;3.43;5.84;0.44;46;0.52;NA;NA;6;0;0.728874341720304
1566;ras;3;2.34;0.59;0.47;66;NA;22;NA;15;1;0.517672249853716
1567;acs;3;2.98;4.92;0.41;40;0.7;NA;NA;10;0;0.643922615564658
1568;ras;3;2.34;1.82;0.39;75;NA;18;NA;16;1;0.547306173200702
1569;acs;3;3.67;5.97;0.4;56;0.57;NA;NA;9;0;0.528657840842598
157;acs;3;3.27;6.85;0.92;65;0.29;NA;NA;11;1;0.268245684610884
1570;acs;3;2.9;5.99;0.47;55;0.49;NA;NA;6;0;0.569501901696899
1571;acs;3;3.32;6.31;0.5;56;0.71;NA;NA;9;0;0.523030646576946
1572;acs;3;2.96;5.12;0.65;62;0.58;NA;NA;7;0;0.527225351082504
1573;acs;3;3.63;7.19;0.21;54;0.42;NA;NA;9;0;0.475306100058514
1574;acs;3;3.18;7.2;0.46;59;0.74;NA;NA;8;0;0.513904330017554
1575;acs;3;3.24;5.23;0.46;63;0.51;NA;NA;7;0;0.572337258630778
1576;ras;3;4.87;8.68;0.66;21;NA;10;NA;33;1;0.763354666471621
1577;mmas;3;1.44;9.31;0.97;75;NA;NA;NA;7;1;0.7226729812756
1578;mmas;2;0.97;2.74;0.75;30;NA;NA;NA;11;1;0.857525234055003
1579;acs;3;3.15;4.41;0.64;50;0.47;NA;NA;34;1;0.740213209479228
158;acs;3;1.88;5.45;0.56;48;0.37;NA;NA;13;1;0.320724839087185
1580;acs;3;4.3;7.46;0.9;7;0.17;NA;NA;20;1;0.563581772966647
1581;acs;3;2.27;6.59;0.49;22;0.17;NA;NA;21;0;0.682385898186074
1582;acs;3;1.64;3.31;0.08;26;0.38;NA;NA;17;1;0.822085649502633
1583;acs;3;2.3;1.02;0.15;24;0.59;NA;NA;14;1;0.381386044470451
1584;acs;3;3.71;7.32;0.82;6;0.09;NA;NA;17;1;0.544638311878291
1585;acs;3;3.28;3.71;0.76;16;0.6;NA;NA;24;1;0.598051857811586
1586;acs;3;2.34;7.15;0.9;19;0.07;NA;NA;21;1;0.56059318314804
1587;acs;3;1.95;5.33;0.31;32;0.38;NA;NA;28;1;0.639058294324166
1588;acs;3;1.9;4.15;0.16;34;0.4;NA;NA;19;1;0.4535239906378
1589;acs;3;2.22;0.94;0.21;32;0.57;NA;NA;19;1;0.421124195435927
159;acs;3;3.13;7.09;0.92;64;0.24;NA;NA;12;1;0.273346620830895
1590;acs;3;2.44;4.74;0.08;31;0.7;NA;NA;28;1;0.553775599765945
1591;acs;3;1.85;4.19;0.37;38;0.23;NA;NA;20;1;0.469056831480398
1592;acs;3;2.45;6.22;0.32;41;0.16;NA;NA;16;1;0.324911132241077
1593;acs;3;2.09;4.75;0.09;30;0.33;NA;NA;14;1;0.356267188414277
1594;acs;3;2.17;3.65;0.49;46;0.31;NA;NA;20;1;0.404963063194851
1595;eas;3;1.51;7.56;0.81;43;NA;NA;659;50;0;0.892335064365126
1596;acs;3;3.38;3.81;0.44;55;0.89;NA;NA;33;0;0.846430661205383
1597;acs;3;1.56;4.36;0.51;23;0.41;NA;NA;26;1;0.734874195435927
1598;ras;3;1.9;3.45;0.2;10;NA;7;NA;9;1;0.842203774136922
1599;acs;3;3.74;5.26;0.86;61;0.58;NA;NA;21;0;0.738447922761849
16;acs;3;4.65;0;0.31;56;0.35;NA;NA;9;1;0.257440389116442
160;acs;3;3.72;5.53;0.81;69;0.47;NA;NA;14;1;0.277809757167934
1600;acs;3;2.21;8.58;0.93;47;0.58;NA;NA;7;0;0.603146942656524
1601;acs;3;1.49;4.27;0.68;36;0.45;NA;NA;25;1;0.652258265067291
1602;acs;3;2.12;5.49;0.49;13;0.29;NA;NA;23;1;0.648436585722645
1603;acs;3;1.25;5.14;0.73;34;0.39;NA;NA;16;1;0.653733543007607
1604;acs;3;1.69;4.62;0.73;29;0.33;NA;NA;16;1;0.413158645406671
1605;acs;3;2.04;5.71;0.46;33;0.35;NA;NA;21;1;0.467673712697484
1606;acs;3;1.64;4.12;0.73;33;0.41;NA;NA;15;1;0.384875292568754
1607;acs;3;1.82;5.82;0.76;38;0.54;NA;NA;12;1;0.326873537156232
1608;acs;3;1.36;3.43;0.79;35;0.44;NA;NA;9;1;0.365997293739029
1609;acs;3;2.05;2.3;0.76;55;0.51;NA;NA;18;1;0.401880485664131
161;acs;3;3.51;6.55;0.93;64;0.19;NA;NA;13;1;0.292713940901112
1610;acs;3;1.98;6.3;0.74;47;0.42;NA;NA;11;1;0.288932489760094
1611;acs;3;2.15;5.49;0.31;48;0.48;NA;NA;21;1;0.489520918665886
1612;acs;3;1.89;6.65;0.74;46;0.36;NA;NA;10;1;0.307630193095377
1613;acs;3;2.09;1.76;0.89;57;0.57;NA;NA;17;1;0.394099253949678
1614;acs;3;2.22;5.37;0.33;45;0.53;NA;NA;25;1;0.490971693973084
1615;mmas;3;3;2.44;0.42;68;NA;NA;NA;34;0;0.864087551199532
1616;acs;3;4.05;8.05;0.39;28;0.44;NA;NA;36;0;0.76344463136337
1617;acs;3;3.21;2;0.79;76;0.97;NA;NA;7;0;0.510735444704506
1618;acs;3;3.9;4.52;0.9;61;0.76;NA;NA;13;0;0.786073727325922
1619;acs;3;2.76;5.84;0.97;31;0.3;NA;NA;14;1;0.513122074312463
162;acs;3;1.99;6.12;0.48;39;0.35;NA;NA;15;1;0.32006180514921
1620;acs;3;2.88;1.78;0.61;57;0.64;NA;NA;14;0;0.613530207723815
1621;acs;3;3.55;4.07;0.94;70;0.58;NA;NA;18;0;0.594508850204798
1622;acs;3;1.31;3.78;0.89;12;0.29;NA;NA;11;1;0.538065389116442
1623;acs;3;2.18;5.69;0.87;48;0.48;NA;NA;11;1;0.35308440608543
1624;acs;3;3.49;3.51;0.65;24;0.27;NA;NA;15;1;0.533026623756583
1625;acs;3;2.19;5.43;0.76;33;0.28;NA;NA;18;1;0.456976301930954
1626;acs;3;1.12;5.04;0.79;25;0.33;NA;NA;12;1;0.651895845523698
1627;acs;3;1.92;6.46;0.83;46;0.33;NA;NA;21;1;0.447132460503218
1628;acs;3;1.73;5.25;0.93;42;0.43;NA;NA;13;1;0.303368197776477
1629;acs;3;1.88;5.54;0.86;51;0.41;NA;NA;13;1;0.297708089526039
163;acs;3;3.65;7.01;0.89;66;0.4;NA;NA;14;1;0.276478203627853
1630;acs;3;2.01;6.63;0.83;43;0.42;NA;NA;16;1;0.361777355178467
1631;acs;3;1.58;5.94;0.92;43;0.49;NA;NA;10;1;0.315
1632;acs;3;2.1;5.76;0.88;58;0.45;NA;NA;10;1;0.295275746050322
1633;acs;3;1.79;5.57;0.72;46;0.29;NA;NA;12;1;0.288041252194266
1634;acs;3;1.53;4.49;0.74;35;0.26;NA;NA;13;1;0.354443753657109
1635;acs;3;1.61;5.44;0.81;47;0.43;NA;NA;11;1;0.330350351082504
1636;eas;3;2.74;0.25;0.07;13;NA;NA;485;15;1;0.920638531304857
1637;mmas;3;3.91;9.78;0.65;69;NA;NA;NA;23;0;0.942910693387946
1638;eas;3;2.04;4.59;0.16;30;NA;NA;305;21;1;0.866046299005266
1639;acs;3;4.51;3.69;0.49;40;0.14;NA;NA;18;1;0.702738443534231
164;acs;3;2.78;6.96;0.93;64;0.23;NA;NA;13;1;0.317760020479813
1640;mmas;3;2.41;8.72;0.6;76;NA;NA;NA;16;0;0.770126535985957
1641;acs;3;3.79;2.89;0.49;20;0.92;NA;NA;15;1;0.725205895260386
1642;acs;3;4.78;6.35;0.75;67;0.05;NA;NA;25;0;0.587206334113517
1643;mmas;3;1.03;6.17;0.83;69;NA;NA;NA;31;1;0.782441120538326
1644;acs;3;3.68;2.43;0.36;11;0.19;NA;NA;14;0;0.709429125219427
1645;acs;3;3.82;4.18;0.33;35;0.71;NA;NA;8;1;0.794481056173201
1646;acs;3;4.02;5.94;0.94;10;0.76;NA;NA;12;1;0.58764116442364
1647;acs;3;3.58;8.03;0.88;10;0.72;NA;NA;12;1;0.548165959625512
