CONFIG_ID;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb;MNRG
4;acs;3;2.95;6.52;0.13;31;0.67;NA;NA;45;0;0.651947045055588
40;acs;3;1.15;5.22;0.84;34;0.75;NA;NA;13;1;0.391407621416033
400;acs;3;2.88;4.9;0.33;48;0.52;NA;NA;13;1;0.335535766530135
401;acs;3;3.35;5.54;0.2;50;0.52;NA;NA;27;1;0.501366661790521
402;acs;3;2.05;3.68;0.58;50;0.49;NA;NA;22;1;0.43454980983031
403;acs;3;2.44;5.33;0.54;48;0.42;NA;NA;12;1;0.322049444119368
404;acs;3;3.77;4.18;0.21;55;0.62;NA;NA;15;1;0.294089379754242
405;acs;3;3.57;2.74;0.18;57;0.63;NA;NA;13;1;0.31656597425395
406;acs;3;2.99;3.51;0.32;54;0.57;NA;NA;16;1;0.326484055002926
407;acs;3;3.62;4.17;0.27;54;0.63;NA;NA;16;1;0.347094426565243
408;acs;3;3.52;3.83;0.11;55;0.68;NA;NA;15;1;0.416817583382095
409;acs;3;3.37;2.69;0.15;51;0.52;NA;NA;14;1;0.284651477472206
41;acs;3;2.59;4.77;0.45;53;0.63;NA;NA;15;1;0.31306319485079
410;acs;3;3.13;4.05;0.23;49;0.67;NA;NA;15;1;0.350738736102984
411;acs;3;3.02;3.31;0.26;57;0.61;NA;NA;16;1;0.326679710356934
412;acs;3;4.48;5.28;0.33;65;0.54;NA;NA;16;1;0.295656451141018
413;acs;3;5;5.61;0.31;63;0.55;NA;NA;16;1;0.307569119368051
414;acs;3;2.94;3.1;0.31;57;0.6;NA;NA;15;1;0.294735956699824
415;acs;3;3.68;3.98;0.16;57;0.69;NA;NA;15;1;0.273989540667057
416;acs;3;3.82;2.85;0.15;50;0.5;NA;NA;15;1;0.308302735517847
417;acs;3;3.38;3.19;0.28;57;0.62;NA;NA;14;1;0.286166617905208
418;acs;3;2.92;3.83;0.35;61;0.59;NA;NA;12;1;0.293970523698069
419;ras;3;4.34;0.49;0.94;85;NA;15;NA;35;0;0.711728349912229
42;acs;3;3.03;4.63;0.8;71;0.76;NA;NA;14;1;0.274894309537741
420;acs;3;3.36;2.28;0.22;55;0.86;NA;NA;8;0;0.510723741954359
421;acs;3;4.54;7.75;0.52;26;0.38;NA;NA;17;1;0.647174517261557
422;acs;3;3.47;0.65;0.23;51;0.83;NA;NA;16;0;0.615468841427736
423;acs;3;2.45;1.55;0.12;38;0.91;NA;NA;14;1;0.392924224692803
424;acs;3;4.59;1.69;0.12;57;0.95;NA;NA;8;0;0.516566339964892
425;acs;3;2.74;3.32;0.2;61;0.94;NA;NA;7;1;0.3776729812756
426;acs;3;1.58;3.61;0.11;27;0.81;NA;NA;13;1;0.315665228203628
427;acs;3;3.51;5.28;0.17;56;0.92;NA;NA;9;1;0.313070874780573
428;acs;3;1.82;2.33;0.34;60;0.93;NA;NA;8;0;0.560677296664716
429;acs;3;1.77;3.96;0.08;27;0.68;NA;NA;17;1;0.377230105324751
43;acs;3;2.57;5.3;0.48;56;0.57;NA;NA;11;1;0.274074751316559
430;acs;3;2.64;3;0.21;55;0.82;NA;NA;9;1;0.284893943826799
431;acs;3;3.39;4.94;0.25;59;0.76;NA;NA;9;1;0.275068022235225
432;acs;3;2.72;4.23;0.16;52;0.95;NA;NA;9;1;0.360742027501463
433;acs;3;3.06;1.7;0.21;55;0.84;NA;NA;11;1;0.267533279695728
434;acs;3;3.32;1.73;0.22;58;0.84;NA;NA;10;1;0.279795933294324
435;acs;3;3.3;1.29;0.2;54;0.84;NA;NA;11;1;0.278256655939146
436;acs;3;1.59;4.93;0.96;61;0.63;NA;NA;19;1;0.724236029842013
437;acs;3;3.74;9.85;0.69;66;0.25;NA;NA;11;1;0.372165374488005
438;acs;3;4.78;6.01;0.97;65;0.4;NA;NA;11;1;0.551793080748976
439;acs;3;4.02;8.99;0.69;8;0.24;NA;NA;11;1;0.553094280280866
44;acs;3;2.6;4.39;0.93;68;0.76;NA;NA;12;1;0.267590696313634
440;acs;3;2.97;7.07;0.79;62;0.17;NA;NA;10;1;0.280085576360445
441;acs;3;3.91;9.02;0.61;59;0.13;NA;NA;9;1;0.312945801638385
442;acs;3;4.55;6.55;0.42;64;0.43;NA;NA;8;1;0.312142700409596
443;acs;3;3.34;9.07;0.48;55;0.04;NA;NA;12;1;0.276413107080164
444;acs;3;3.6;6.66;0.56;67;0.3;NA;NA;12;1;0.325781158572264
445;acs;3;3.5;8.02;0.48;60;0.35;NA;NA;11;1;0.272232665301346
446;acs;3;3.73;8.37;0.76;63;0.18;NA;NA;18;1;0.338954432416618
447;acs;3;2.78;6.81;0.67;55;0.15;NA;NA;13;1;0.266296445289643
448;acs;3;3.45;9.84;0.7;63;0.24;NA;NA;19;1;0.495354739613809
449;acs;3;3.35;7.25;0.54;57;0.36;NA;NA;11;1;0.273281158572264
45;acs;3;3.36;5.51;0.93;75;0.8;NA;NA;10;1;0.276891822703335
450;acs;3;3.69;7.65;0.48;57;0.26;NA;NA;11;1;0.288364174956115
451;acs;3;3.64;7.25;0.71;67;0.3;NA;NA;13;1;0.292657621416033
452;acs;3;3.48;7.13;0.4;58;0.37;NA;NA;10;1;0.27026660327677
453;acs;3;3.62;9.63;0.82;55;0.13;NA;NA;19;1;0.398582504388531
454;acs;3;3.87;7.71;0.55;60;0.25;NA;NA;9;1;0.299742539496782
455;acs;3;3.68;7.37;0.57;62;0.35;NA;NA;13;1;0.266753949678174
456;acs;3;3.11;7.39;0.47;59;0.22;NA;NA;9;1;0.322918007606788
457;acs;3;2.19;3.6;0.61;21;0.48;NA;NA;20;1;0.509343548858982
458;acs;3;1.75;1.01;0.84;35;0.5;NA;NA;22;1;0.509753145114102
459;acs;3;3.28;1.22;0.87;15;0.78;NA;NA;17;1;0.516247074312463
46;acs;3;2.28;6.05;0.84;58;0.84;NA;NA;15;1;0.321166252194266
460;acs;3;2.67;3.78;0.94;31;0.03;NA;NA;16;1;0.474402062609713
461;acs;3;3.26;4.95;0.5;24;0.09;NA;NA;10;1;0.551028744880047
462;acs;3;2.99;6.45;0.53;29;0.24;NA;NA;23;1;0.570423858981861
463;acs;3;1.94;6.54;0.2;23;0.48;NA;NA;27;1;0.637820362785255
464;acs;3;2.44;2.97;0.93;6;0.81;NA;NA;13;1;0.479538107080164
465;acs;3;1.62;4.82;0.72;30;0.46;NA;NA;16;1;0.388112931538912
466;acs;3;1.44;0.44;0.97;29;0.9;NA;NA;13;1;0.408560196021065
467;acs;3;1.85;6.43;0.93;44;0.37;NA;NA;21;1;0.423141091281451
468;acs;3;2.43;6.27;0.89;51;0.15;NA;NA;18;1;0.360680588063195
469;acs;3;1.99;4.45;0.89;48;0.27;NA;NA;18;1;0.370923054417788
47;acs;3;2.55;4.78;0.52;56;0.61;NA;NA;12;1;0.259302954944412
470;acs;3;1.94;7.53;0.93;33;0.19;NA;NA;19;1;0.445283791691047
471;acs;3;1.49;2.33;0.81;26;0.8;NA;NA;15;1;0.410865272088941
472;acs;3;1.92;3.94;0.94;51;0.25;NA;NA;13;1;0.29338099765945
473;acs;3;2.12;4.74;0.97;55;0.25;NA;NA;16;1;0.32375877706261
474;acs;3;1.85;4.52;0.86;48;0.27;NA;NA;15;1;0.305771650087771
475;acs;2;4.03;7.06;0.81;66;0.64;NA;NA;23;1;0.890305002925687
476;acs;3;2.95;2.5;0.73;70;0.75;NA;NA;17;1;0.376913033937975
477;acs;3;1.5;4.16;0.85;65;0.96;NA;NA;28;1;0.660195289643066
478;acs;3;3.74;2.56;0.58;78;0.89;NA;NA;14;1;0.324852252779403
479;acs;3;1.51;8.75;0.72;33;0.62;NA;NA;10;1;0.481400672908133
48;acs;3;2.05;5.47;0.82;62;0.82;NA;NA;11;1;0.275916837331773
480;acs;3;3.02;1.13;0.31;53;0.71;NA;NA;15;1;0.306707138677589
481;acs;3;4.3;1.25;0.3;57;0.57;NA;NA;13;1;0.310686073727326
482;acs;3;2.72;3.75;0.8;66;0.68;NA;NA;15;1;0.301760532475132
483;acs;3;3.36;2.84;0.79;75;0.82;NA;NA;14;1;0.302236322410767
484;acs;3;2.73;3.74;0.61;64;0.49;NA;NA;15;1;0.350850277940316
485;acs;3;2.81;3.03;0.78;64;0.75;NA;NA;13;1;0.324689511410181
486;acs;3;3.18;3.09;0.75;62;0.72;NA;NA;13;1;0.406837331772967
487;mmas;3;4.08;1.96;0.33;90;NA;NA;NA;48;0;0.863394894675249
488;ras;3;3.96;4.85;0.93;98;NA;27;NA;18;1;0.697370538326507
489;mmas;3;1.77;6.46;0.58;55;NA;NA;NA;27;1;0.794914789350497
49;acs;3;2.98;4.99;0.78;70;0.85;NA;NA;15;1;0.278719645991808
490;mmas;3;4.11;4.54;0.18;22;NA;NA;NA;19;1;0.706132972498537
491;acs;3;4.45;3.99;0.78;66;0.38;NA;NA;31;0;0.707496708601521
492;mmas;3;2.87;3.94;0.25;15;NA;NA;NA;10;0;0.71878876535986
493;mmas;3;2.81;6.14;0.18;53;NA;NA;NA;16;1;0.957727837916911
494;acs;3;3.23;3.94;0.1;21;0.94;NA;NA;19;1;0.722967012873025
495;acs;3;4.64;5.21;0.31;17;0.68;NA;NA;19;1;0.644398405500293
496;acs;3;1.68;5.91;0.24;37;0.73;NA;NA;25;1;0.624512141603277
497;acs;3;3.61;4.12;0.64;32;0.8;NA;NA;19;1;0.708430002925688
498;acs;3;2.5;8.55;0.1;18;0.66;NA;NA;21;1;0.463749634289058
499;acs;3;3.38;4.38;0.09;10;0.93;NA;NA;18;1;0.623109274429491
5;acs;3;4.52;4.6;0.13;52;0;NA;NA;13;1;0.265897820362785
50;acs;3;2.42;4.99;0.57;58;0.64;NA;NA;13;1;0.270583308952604
500;acs;3;3.13;1.91;0.15;28;0.01;NA;NA;16;1;0.448058806319485
501;acs;3;3.12;3.07;0.42;61;0.86;NA;NA;25;1;0.550454578700995
502;acs;3;2.94;1.51;0.22;39;0.17;NA;NA;13;1;0.367657255705091
503;acs;3;3.61;1;0.04;27;0.18;NA;NA;15;1;0.31485883557636
504;acs;3;2.18;3.79;0.21;34;0.59;NA;NA;24;1;0.507679198361615
505;acs;3;2.57;3.12;0.16;41;0.16;NA;NA;15;1;0.322285693387946
506;acs;3;2.95;2.22;0.35;55;0.5;NA;NA;18;1;0.372882533645407
507;acs;3;2.44;2.66;0.21;41;0.14;NA;NA;15;1;0.334656231714453
508;acs;3;2.46;2.02;0.13;37;0.21;NA;NA;12;1;0.303228130485664
509;acs;3;3.55;0.38;0.05;31;0.12;NA;NA;11;1;0.286998244587478
51;acs;3;3;5.54;0.82;68;0.78;NA;NA;13;1;0.260657182562902
510;acs;3;2.34;2.53;0.15;38;0.45;NA;NA;13;1;0.299982811585723
511;mmas;3;3.01;5.5;0.27;63;NA;NA;NA;32;0;0.85012178174371
512;acs;2;2.7;3.62;0.45;21;0.43;NA;NA;35;1;0.965049736688122
513;ras;3;3.17;3.94;0.79;66;NA;64;NA;27;1;0.922562902282036
514;acs;3;3.56;0.34;0.56;46;0.35;NA;NA;43;0;0.744184830310123
515;acs;3;1.72;5.42;0.83;38;0.78;NA;NA;38;0;0.661874634289058
516;acs;3;1.71;4.31;0.3;41;0.62;NA;NA;31;1;0.699907475131656
517;acs;3;2.85;9.52;0.38;35;0.52;NA;NA;28;0;0.609358908718549
518;mmas;3;1.11;0.36;0.89;30;NA;NA;NA;36;0;0.697945801638385
519;ras;3;3.5;7.08;0.76;84;NA;7;NA;19;1;0.620744953188999
52;acs;3;2.27;4.27;0.66;53;0.56;NA;NA;12;1;0.290128364540667
520;acs;3;1.95;8.11;0.87;18;0.24;NA;NA;28;1;0.735046811000585
521;acs;3;2.42;8.97;0.73;19;0.48;NA;NA;29;1;0.685001462843768
522;mmas;3;1.58;9.05;0.69;47;NA;NA;NA;21;1;0.682257899356349
523;acs;3;2.6;7.31;0.71;23;0.37;NA;NA;36;1;0.700617320070216
524;acs;3;2.82;1.5;0.26;21;0.7;NA;NA;21;1;0.561739321240492
525;acs;3;2.35;9.23;0.7;41;0.68;NA;NA;25;1;0.544414496781744
526;acs;3;3.7;9.54;0.63;27;0.41;NA;NA;26;1;0.665546372147455
527;acs;3;2.36;1.87;0.25;41;0.7;NA;NA;26;1;0.567319704505559
528;acs;3;1.69;6.64;0.72;37;0.52;NA;NA;16;1;0.36129242246928
529;acs;3;2.71;8.93;0.68;27;0.59;NA;NA;13;1;0.492227179637215
53;mmas;3;3.85;3.67;0.1;22;NA;NA;NA;17;1;0.572616661790521
530;acs;3;1.83;7.87;0.61;39;0.49;NA;NA;11;1;0.333729885898186
531;acs;3;1.65;8.24;0.69;40;0.53;NA;NA;12;1;0.454387068461088
532;acs;3;1.74;6.48;0.75;51;0.56;NA;NA;13;1;0.380783352837917
533;acs;3;2.36;8.88;0.66;50;0.63;NA;NA;15;1;0.330523332358104
534;acs;3;2.29;8.33;0.7;39;0.63;NA;NA;18;1;0.406718841427736
535;acs;3;2.34;8.52;0.65;48;0.5;NA;NA;17;1;0.33638238736103
536;acs;3;2.34;9.2;0.71;45;0.5;NA;NA;17;1;0.361326067875951
537;acs;3;1.58;6.21;0.77;42;0.52;NA;NA;10;1;0.32832102106495
538;acs;3;1.84;6.67;0.83;51;0.63;NA;NA;9;1;0.323676126389702
539;acs;3;2.22;8.77;0.65;47;0.64;NA;NA;13;1;0.32614577238151
54;acs;3;4.06;1.84;0.2;29;0.27;NA;NA;19;1;0.578493270918666
540;acs;3;1.82;1.75;0.76;38;0.2;NA;NA;13;0;0.626112858396723
541;mmas;3;3.7;5.5;0.39;74;NA;NA;NA;19;0;0.777893504973669
542;eas;3;1.43;2.53;0.53;60;NA;NA;599;33;1;0.898820947922762
543;acs;3;2.84;0.17;0.98;45;0.61;NA;NA;14;1;0.52044141310708
544;acs;3;2;2.08;0.7;32;0.49;NA;NA;14;0;0.634761556465769
545;acs;3;2.78;2.32;0.47;29;0.34;NA;NA;36;0;0.709558952603862
546;acs;3;2.96;0.03;0.6;46;0.87;NA;NA;9;1;0.661021430661205
547;acs;3;2.14;3.05;0.54;44;0.41;NA;NA;21;1;0.436396650087771
548;acs;3;3.19;1.59;0.28;47;0.6;NA;NA;10;1;0.423051857811586
549;acs;3;2.71;0.07;0.42;31;0.47;NA;NA;12;1;0.439039277355178
55;ras;3;3.19;3.27;0.73;69;NA;29;NA;28;1;0.691786863662961
550;acs;3;1.43;1.87;0.66;33;0.83;NA;NA;21;1;0.44774539204213
551;acs;3;2.37;1.2;0.52;45;0.33;NA;NA;6;0;0.64710283791691
552;acs;3;2.81;2.78;0.26;54;0.61;NA;NA;15;1;0.309033060269163
553;acs;3;3.18;3.3;0.27;57;0.49;NA;NA;11;1;0.28832796957285
554;acs;3;3.24;3.1;0.31;63;0.69;NA;NA;7;1;0.413607738443534
555;acs;3;2.28;1.12;0.39;41;0.44;NA;NA;12;1;0.317092963721475
556;acs;3;3.02;1.46;0.29;14;0.4;NA;NA;23;1;0.572540228203628
557;acs;3;2.7;3.07;0.26;54;0.54;NA;NA;11;1;0.283520333528379
558;acs;3;2.97;0.96;0.44;55;0.46;NA;NA;11;1;0.291640579286132
559;acs;3;3.59;3.68;0.26;57;0.57;NA;NA;10;1;0.271036790520772
56;acs;3;2.97;3.1;0.31;53;0.4;NA;NA;21;0;0.561376901696899
560;acs;3;2.44;0.26;0.51;46;0.3;NA;NA;12;1;0.298885678759508
561;acs;3;3.71;3.69;0.24;57;0.49;NA;NA;13;1;0.267493782913985
562;acs;3;3.64;3.89;0.25;56;0.53;NA;NA;16;1;0.287739906377999
563;acs;3;3.17;8.45;0.64;5;0.87;NA;NA;6;1;0.834652574605032
564;mmas;3;2.78;3.61;0.44;96;NA;NA;NA;19;1;0.786157840842598
565;acs;3;2.72;9.46;0.96;13;0.28;NA;NA;9;1;0.532265579286132
566;acs;3;3.21;9.46;0.16;7;0.82;NA;NA;35;1;0.698775965476887
567;acs;3;2.52;4.45;0.43;9;0.63;NA;NA;11;1;0.488475716793446
568;acs;3;2.8;9.41;0.59;25;0.52;NA;NA;20;0;0.639655134581627
569;acs;3;1.3;8.83;0.94;18;0.93;NA;NA;12;1;0.426087258630778
57;acs;3;1.64;0.41;0.89;13;0.32;NA;NA;20;1;0.80674261263897
570;acs;3;1.81;5.54;0.7;26;0.41;NA;NA;10;1;0.421003145114102
571;acs;3;2.16;9.76;0.98;5;0.4;NA;NA;12;1;0.474828115857226
572;acs;3;2.16;4.55;0.54;6;0.47;NA;NA;19;1;0.608816559391457
573;acs;3;1.96;8.63;0.78;22;0.55;NA;NA;20;1;0.476782475131656
574;acs;3;1.5;7.65;0.67;22;0.21;NA;NA;10;1;0.439043665886483
575;acs;3;1.92;5.09;0.85;35;0.46;NA;NA;13;1;0.401296079578701
576;acs;3;1.35;4.1;0.76;22;0.53;NA;NA;20;1;0.588924078408426
577;acs;3;1.84;7.45;0.74;11;0.65;NA;NA;11;1;0.426573654183733
578;acs;3;1.7;4.69;0.81;40;0.42;NA;NA;16;1;0.343044177881802
579;acs;3;1.79;7.23;0.68;26;0.23;NA;NA;12;1;0.367670055588063
58;acs;3;2.93;1.18;0.98;14;0.18;NA;NA;13;1;0.459438999414862
580;acs;3;1.59;8.69;0.87;5;0.61;NA;NA;12;1;0.468649795201872
581;acs;3;1.68;7.2;0.63;17;0.56;NA;NA;10;1;0.411756143943827
582;acs;3;1.68;7.63;0.63;32;0.18;NA;NA;12;1;0.376411644236396
583;acs;3;1.53;7.16;0.58;25;0.33;NA;NA;11;1;0.383635532475132
584;acs;3;1.5;6.94;0.66;20;0.6;NA;NA;13;1;0.400243929198362
585;mmas;3;1.06;3.23;0.95;21;NA;NA;NA;43;0;0.798742685781159
586;eas;3;0.86;1.12;0.31;25;NA;NA;646;25;1;0.980355471035693
587;acs;2;2.74;9.87;0.18;13;0.05;NA;NA;42;0;0.928110737273259
588;acs;3;4.28;5.3;0.73;63;0.25;NA;NA;28;0;0.67225277940316
589;acs;3;2.45;4.98;0.39;56;0.47;NA;NA;13;1;0.334111322410767
59;acs;3;3.69;1.36;0.98;7;0.41;NA;NA;15;1;0.505869660620246
590;acs;3;2.1;6.05;0.81;38;0.45;NA;NA;26;1;0.56719097425395
591;acs;3;2.46;4.27;0.13;45;0.48;NA;NA;20;1;0.536275965476887
592;acs;3;1.84;5.05;0.13;28;0.59;NA;NA;18;1;0.403657109420714
593;acs;3;1.77;4.71;0.26;46;0.76;NA;NA;17;1;0.397233031012288
594;acs;3;3.07;4.35;0.4;57;0.52;NA;NA;11;1;0.282086015213575
595;acs;3;1.98;4.99;0.51;46;0.42;NA;NA;22;1;0.434982080163838
596;acs;3;2.14;5.67;0.26;46;0.54;NA;NA;9;1;0.32398478642481
597;acs;3;2.36;4.36;0.35;51;0.54;NA;NA;10;1;0.274239321240491
598;acs;3;2.5;5.1;0.36;56;0.43;NA;NA;11;1;0.328857153306027
599;acs;3;2.95;4.05;0.42;60;0.42;NA;NA;13;1;0.298122805734348
6;acs;3;3.66;0.92;0.33;51;0.09;NA;NA;16;1;0.349395479812756
60;acs;3;1.53;1.82;0.64;25;0.17;NA;NA;11;1;0.445201141018139
600;acs;3;1.56;4.64;0.19;33;0.72;NA;NA;14;1;0.328313341135167
601;acs;3;2.9;4.59;0.4;54;0.38;NA;NA;13;1;0.284737785254535
602;acs;3;2.81;3.51;0.47;57;0.48;NA;NA;11;1;0.278350643651258
603;acs;3;2.98;4.19;0.42;60;0.36;NA;NA;12;1;0.289965988882387
604;acs;3;2.81;4.17;0.44;58;0.47;NA;NA;11;1;0.277905573434757
605;acs;2;3.09;3.56;0.26;41;0.79;NA;NA;42;1;0.975638897015799
606;ras;3;2.39;2.78;0.58;100;NA;54;NA;13;1;0.88729337331773
607;acs;3;4.21;0.7;0.6;26;0.72;NA;NA;29;1;0.72771540374488
608;acs;3;3.12;7.3;0.28;64;0.81;NA;NA;13;1;0.693309684025746
609;acs;3;2.38;2.97;0.74;44;0.94;NA;NA;14;0;0.818655280866003
61;acs;3;2.2;0.81;0.61;40;0.53;NA;NA;22;1;0.496088721474547
610;acs;3;4.93;3.54;0.33;43;0.03;NA;NA;15;1;0.712292641895846
611;acs;3;2.76;3.95;0.51;19;0.86;NA;NA;21;1;0.585394236395553
612;acs;3;3.73;0.75;0.4;19;0.49;NA;NA;19;1;0.519794104739614
613;acs;3;4.66;4.44;0.94;65;0.03;NA;NA;21;1;0.589862858396723
614;acs;3;3.69;2.76;0.44;71;0.8;NA;NA;32;1;0.729111688121709
615;acs;3;2.31;5.94;0.43;65;0.91;NA;NA;16;1;0.63049444119368
616;acs;3;3.79;5.75;0.92;75;0.07;NA;NA;14;1;0.535345596840258
617;acs;3;4.68;6.39;0.8;76;0.18;NA;NA;20;1;0.566096035693388
618;acs;3;4.09;6.83;0.66;71;0.23;NA;NA;24;1;0.645355471035693
619;acs;3;3.67;2.58;0.94;70;0.31;NA;NA;15;1;0.32262361029842
62;acs;3;1.9;3.49;0.67;20;0.32;NA;NA;11;1;0.421394455822118
620;acs;3;2.69;6.07;0.32;56;0.78;NA;NA;12;1;0.272431612053833
621;acs;3;3.65;7.61;0.28;58;0.8;NA;NA;15;1;0.321428832650673
622;acs;3;2.65;5.8;0.25;51;0.75;NA;NA;11;1;0.265862346401404
623;acs;3;3.51;5.64;0.42;60;0.67;NA;NA;10;1;0.282204871269748
624;acs;3;3.05;1.89;0.89;61;0.31;NA;NA;19;1;0.396028744880047
625;acs;3;3.5;6.36;0.49;61;0.69;NA;NA;11;1;0.273112200117028
626;acs;3;2.61;4.98;0.16;47;0.73;NA;NA;13;1;0.256644602106495
627;as;3;4.6;3.98;0.59;52;NA;NA;NA;10;1;0.963994294909304
628;acs;3;4.13;5.54;0.12;31;0.69;NA;NA;49;0;0.789208601521358
629;mmas;3;1.01;1.79;0.74;67;NA;NA;NA;32;0;0.856297908133411
63;acs;3;2.81;1.86;0.51;55;0.63;NA;NA;16;1;0.357379315389116
630;ras;3;4.48;2.81;0.44;68;NA;49;NA;8;1;0.935823215330603
631;acs;3;2.12;8.23;0.58;45;0.12;NA;NA;30;1;0.765866734932709
632;acs;3;3.83;5.19;0.45;8;0.12;NA;NA;34;1;0.701929856641311
633;acs;3;3.01;8.62;0.94;44;0.29;NA;NA;25;1;0.596001316559391
634;acs;3;3.58;4.53;0.88;5;0.17;NA;NA;27;1;0.698849473376243
635;acs;3;2.93;5.39;0.25;22;0.13;NA;NA;26;1;0.627316047396138
636;acs;3;2.23;5.17;0.51;54;0.41;NA;NA;26;1;0.640431904622586
637;acs;3;2.45;9.91;0.75;31;0.29;NA;NA;17;1;0.422862785254535
638;acs;3;3.02;5.5;0.91;59;0.44;NA;NA;22;1;0.503261044470451
639;acs;3;2.1;9.2;0.74;38;0.18;NA;NA;21;1;0.504183733177297
64;acs;3;1.83;2.29;0.78;44;0.41;NA;NA;17;1;0.397776111761264
640;acs;3;1.65;7.65;0.91;29;0.48;NA;NA;19;1;0.464029403159743
641;acs;3;1.8;5.13;0.71;42;0.33;NA;NA;15;1;0.351046664716208
642;acs;3;2.59;9.49;0.57;41;0.21;NA;NA;18;1;0.388425248683441
643;acs;3;2.01;4.26;0.42;46;0.45;NA;NA;17;1;0.337303613224108
644;acs;3;3.18;5.45;0.85;69;0.65;NA;NA;23;1;0.475012799882973
645;acs;3;1.88;8.1;0.87;35;0.47;NA;NA;22;1;0.507550102399064
646;acs;3;1.79;3.91;0.45;49;0.46;NA;NA;14;1;0.402947630193095
647;acs;3;2.44;4.6;0.44;52;0.37;NA;NA;15;1;0.316457723815097
648;acs;3;1.82;4.46;0.37;48;0.63;NA;NA;14;1;0.318450117027501
649;acs;3;1.99;4.41;0.42;50;0.56;NA;NA;12;1;0.285519675248683
65;acs;3;2.15;0.82;0.34;36;0.51;NA;NA;16;1;0.360173712697484
650;acs;3;1.62;3.24;0.43;38;0.3;NA;NA;14;1;0.397598376243417
651;acs;3;4.35;4.99;0.04;34;0.15;NA;NA;30;1;0.565743124634289
652;acs;3;3.17;8.06;0.5;59;0.12;NA;NA;18;1;0.460149941486249
653;acs;3;3.24;5.07;0.11;38;0.32;NA;NA;24;1;0.45963977472206
654;acs;3;4.23;3.55;0.07;9;0.1;NA;NA;23;1;0.612618856056173
655;acs;3;4.87;4.5;0.05;47;0.29;NA;NA;19;1;0.437036278525453
656;acs;3;4.69;6.47;0.16;55;0.17;NA;NA;11;1;0.254725716793446
657;acs;3;2.97;3.27;0.04;30;0.26;NA;NA;19;1;0.378995757753072
658;acs;3;2.88;6.82;0.69;60;0.23;NA;NA;11;1;0.28389116442364
659;acs;3;4.28;4.78;0.23;57;0.25;NA;NA;17;1;0.310926345816267
66;acs;3;1.84;2.49;0.89;35;0.29;NA;NA;20;1;0.482150014628438
660;acs;3;3.48;7.55;0.67;64;0.34;NA;NA;14;1;0.28199678174371
661;acs;3;3.61;5.79;0.18;52;0.18;NA;NA;10;1;0.278394894675249
662;acs;3;4.94;5.99;0.17;54;0.06;NA;NA;14;1;0.273796079578701
663;acs;3;3.24;5.07;0.03;35;0.42;NA;NA;13;1;0.389609055002926
664;acs;3;4.82;5.74;0.17;55;0.18;NA;NA;12;1;0.254381582796957
665;acs;3;4.94;7.06;0.15;56;0.06;NA;NA;12;1;0.282294470450556
666;acs;3;3.4;5.55;0.24;54;0.23;NA;NA;12;1;0.255658279695729
667;acs;3;0.97;7.57;0.94;8;0.95;NA;NA;33;0;0.861691047396138
668;as;3;3.86;0.54;0.05;19;NA;NA;NA;19;1;0.974781304856641
669;mmas;3;1.22;4.05;0.63;27;NA;NA;NA;28;0;0.719778013458163
67;acs;3;2.12;1.43;0.29;35;0.58;NA;NA;12;1;0.348505705090696
670;acs;2;3.13;3.59;0.34;55;0.04;NA;NA;42;0;0.892106129315389
671;acs;3;2.01;9.98;0.4;12;0.71;NA;NA;14;0;0.616466135166764
672;acs;3;3.42;6.25;0.12;50;0.6;NA;NA;22;0;0.59800138970158
673;acs;3;2.7;7;0.42;57;0.4;NA;NA;21;0;0.691287668227033
674;acs;3;3.9;8.78;0.48;43;0.4;NA;NA;10;0;0.65466464306612
675;acs;3;3.69;3.84;0.09;51;0.33;NA;NA;15;1;0.545209552369807
676;acs;3;2.48;7.1;0.24;27;0.3;NA;NA;22;0;0.603769748390872
677;acs;3;3.05;6.89;0.21;43;0.4;NA;NA;18;1;0.340149210064365
678;acs;3;3.52;2.01;0.37;59;0.3;NA;NA;12;1;0.307463063194851
679;acs;3;3.64;5.97;0.24;58;0.34;NA;NA;14;1;0.351625950848449
68;acs;3;2.53;1.01;0.79;55;0.42;NA;NA;12;1;0.317149283206554
680;acs;3;3.18;3.66;0.15;44;0.42;NA;NA;11;1;0.323889701579871
681;acs;3;3.78;4.51;0.26;62;0.56;NA;NA;12;1;0.291483323581042
682;acs;3;2.41;1.97;0.3;52;0.61;NA;NA;15;1;0.375374122293739
683;acs;3;3.04;6.37;0.32;52;0.25;NA;NA;11;1;0.278827165008777
684;acs;3;3.75;5.54;0.15;54;0.51;NA;NA;12;1;0.268345523698069
685;acs;3;3.55;7.75;0.4;54;0.35;NA;NA;21;1;0.39094280280866
686;acs;3;4;5.24;0.11;53;0.38;NA;NA;11;1;0.328489979520187
687;acs;3;3.41;6.45;0.29;55;0.17;NA;NA;13;1;0.280855397893505
688;ras;3;4.14;6.27;0.87;86;NA;6;NA;32;0;0.826214526038619
689;mmas;3;3.94;9.32;0.4;78;NA;NA;NA;16;1;0.69071496489175
69;acs;3;1.7;1.71;0.91;46;0.52;NA;NA;12;1;0.327247659449971
690;mmas;3;1.28;2.13;0.74;45;NA;NA;NA;17;0;0.811729812755998
691;mmas;3;0.94;3.27;0.77;5;NA;NA;NA;11;1;0.536712258630778
